is_mt,latitude,longitude
0,40.7206613,-73.7471956
0,40.6216588,-73.9223289
0,40.6951577,-73.7617604
1,40.7297989,-73.9748013
1,40.762025,-74.0011515
0,40.7108183,-73.7706571
0,40.6237592,-73.9855294
0,40.6851972,-73.9782759
0,40.7418634,-73.9075049
0,40.6756249,-73.8987786
1,40.7515235,-73.9939473
0,40.66563,-73.73921
0,40.6263769,-73.9107955
0,40.6265698,-73.9709207
0,40.6614699,-73.9861232
0,40.6357689,-74.1174608
0,40.6896895,-73.9923627
0,40.6495279,-73.9163215
0,40.7872495,-73.8205532
0,40.6093299,-73.9861304
1,40.7572855,-73.9781153
0,40.6806649,-73.9026216
0,40.6797941,-73.8098135
0,40.76226,-73.7569828
1,40.7184302,-74.0005303
1,40.7392436,-73.9991845
0,40.6881686,-73.8099339
0,40.7190095,-73.9501807
0,40.6815661,-73.8943133
0,40.6038767,-73.99543
0,40.7406742,-73.812155
1,40.7222418,-73.9862873
1,40.7503184,-73.9911106
0,40.7567943,-73.8941253
0,40.7553632,-73.8872263
1,40.818472,-73.941392
0,40.7243553,-73.8048087
0,40.7598951,-73.8239334
1,40.764222,-73.9809793
1,40.7612344,-73.9638843
0,40.6737598,-73.7947256
0,40.6348155,-73.9887517
1,40.7471531,-73.9854954
1,40.7986223,-73.9416189
1,40.8077723,-73.9454833
0,40.6669624,-73.7707754
0,40.6689255,-73.9964817
0,40.754807,-73.8748109
0,40.6901702,-73.7959083
0,40.7704501,-73.8342056
0,40.5923135,-73.9345332
0,40.6107138,-73.9557396
0,40.6775274,-73.9637097
1,40.8410516,-73.944679
0,40.6768082,-73.9557498
1,40.7697502,-73.9606016
1,40.7589756,-73.9645027
0,40.6169173,-74.0001981
1,40.8175484,-73.9569352
1,40.8290217,-73.9448371
0,40.62387,-74.079219
1,40.7308007,-74.0032004
1,40.8193772,-73.9593221
0,40.7137996,-73.9331802
0,40.7038229,-73.8087892
1,40.8460475,-73.94024
0,40.5798028,-74.1058209
0,40.6359771,-74.0012394
0,40.5268949,-74.1672766
0,40.6652674,-73.7355536
0,40.6914356,-73.8906231
0,40.6768131,-73.9192363
0,40.6427961,-73.9794428
0,40.743866,-73.82568
0,40.76226,-73.7569828
0,40.6585778,-73.8906229
0,40.6674319,-73.7667546
0,40.7010276,-73.9481168
0,40.7115989,-73.8581876
0,40.763627,-73.8811477
0,40.7166365,-73.8342132
0,40.6997595,-73.7585486
1,40.7435691,-73.9923205
1,40.77428,-73.957306
0,40.713289,-73.8716171
0,40.6808708,-73.9988751
0,40.6753855,-73.9533642
0,40.6991907,-73.9146796
0,40.6676649,-73.8736875
0,40.7263282,-73.7661877
0,40.7573251,-73.7831629
0,40.613686,-74.1426813
1,40.7098058,-73.9919095
0,40.7329792,-73.8443478
0,40.6054825,-73.9997191
0,40.7520062,-73.8098348
0,40.7260983,-73.9194256
1,40.7169248,-73.9832149
0,40.6516965,-73.9496688
0,40.7432641,-73.9196285
1,40.8075979,-73.9371788
0,40.7117519,-73.9557987
1,40.8088622,-73.9521255
0,40.6124196,-74.0993499
0,40.5792516,-74.0778017
0,40.6702247,-73.7285441
1,40.759626,-73.9954735
1,40.7221214,-74.0097695
1,40.7729662,-73.9582565
0,40.5827584,-74.1304
0,40.7666068,-73.8911639
0,40.6428242,-73.9608567
1,40.8265303,-73.9466603
0,40.660654,-73.8657641
0,40.6975581,-73.8527719
0,40.7526127,-73.7922882
0,40.5377004,-74.1500095
0,40.6354937,-74.0095587
0,40.5246116,-74.2304414
0,40.6420267,-73.9991748
0,40.7627486,-73.8343367
0,40.6848906,-73.8214705
0,40.6400689,-73.9868771
0,40.6910174,-73.9544675
1,40.7176586,-73.9922224
0,40.766359,-73.8875543
1,40.762288,-73.9723632
0,40.6944204,-73.9313461
1,40.7385503,-73.9804201
0,40.7585272,-73.8014021
1,40.7851932,-73.9493331
1,40.7199725,-73.9928968
0,40.6792042,-73.9552939
0,40.6898399,-73.786332
1,40.7615508,-73.9665842
0,40.6640184,-73.7685904
0,40.6741471,-73.9306135
1,40.7962162,-73.9496967
0,40.7107097,-73.7930392
0,40.6292166,-73.994578
1,40.7228913,-73.9797284
0,40.6881146,-73.9210328
0,40.7055917,-73.8659802
1,40.7177239,-73.9857652
0,40.6835931,-73.8034461
1,40.7931872,-73.9405619
0,40.6023231,-73.7589982
1,40.7287457,-73.978536
0,40.7070968,-73.8349799
1,40.7623421,-73.9823516
1,40.7585332,-73.9888427
1,40.7833091,-73.9528011
0,40.7645084,-73.8841532
0,40.6656356,-73.7581495
0,40.6911938,-73.9977679
0,40.6915655,-73.8656225
0,40.7266858,-73.8218203
1,40.7604566,-73.983731
0,40.6773646,-73.9079765
0,40.6405826,-73.9557162
0,40.7056648,-73.8650711
0,40.6543385,-73.9470322
0,40.7411738,-73.8517012
0,40.6137031,-73.9382545
1,40.7558237,-73.9707596
0,40.6125584,-74.0360929
0,40.700768,-73.990944
0,40.7119458,-73.774502
0,40.6733785,-73.88584
0,40.6665794,-73.9396763
0,40.6773595,-73.8868607
0,40.6170038,-73.9691095
1,40.8308918,-73.9413666
1,40.7974839,-73.9487856
0,40.6209768,-74.025363
0,40.6132357,-73.9233436
0,40.6653475,-73.7298508
0,40.717804,-73.83411
0,40.7372519,-73.9179831
0,40.7522607,-73.868207
0,40.6501546,-73.7566776
0,40.6050689,-73.9791267
0,40.7000039,-73.7546924
1,40.7979463,-73.9400231
1,40.7564521,-73.9703154
0,40.6792953,-73.737636
0,40.7703133,-73.8760236
0,40.6448554,-73.9228497
1,40.764222,-73.9809793
0,40.7516388,-73.8051727
0,40.5471327,-74.1404451
0,40.7259197,-73.8953397
0,40.696785,-73.9565804
0,40.7016614,-73.9614533
0,40.7595175,-73.78874
0,40.7674259,-73.7469098
0,40.7148824,-73.7504352
0,40.7153614,-73.91283
0,40.645733,-74.0204175
0,40.7668948,-73.9213906
0,40.5894516,-73.9605171
0,40.7553983,-73.9318175
0,40.71579,-73.7974856
1,40.7643229,-73.977196
0,40.6847028,-73.8559084
0,40.7545825,-73.8946594
0,40.7110712,-73.8034949
0,40.6800498,-73.9432622
0,40.6950223,-73.9888461
1,40.7496667,-73.9815717
1,40.753928,-73.9976034
0,40.6260629,-73.9970172
0,40.7109568,-73.9511173
0,40.7402431,-73.7928392
0,40.7107162,-73.9535811
0,40.6133395,-74.1191826
0,40.74593,-73.88023
1,40.7606005,-73.9643142
0,40.5434952,-74.1474643
1,40.7655201,-73.9800367
0,40.7070148,-73.9387055
0,40.6753803,-73.9081956
0,40.7028757,-73.8170511
0,40.6434314,-74.0841429
1,40.7108872,-74.0090609
1,40.7511221,-73.9712634
1,40.7119717,-73.9977708
0,40.6687978,-73.9311201
1,40.8123151,-73.9522278
0,40.6634483,-73.8834853
0,40.6433316,-73.9597285
0,40.6090945,-74.0056796
1,40.722355,-73.9932609
0,40.578402,-73.9379416
0,40.6776042,-73.9023376
0,40.7407772,-73.8986147
1,40.7962162,-73.9496967
0,40.6721609,-73.9872096
0,40.6528929,-73.8667311
0,40.7009567,-73.8256651
0,40.7404934,-73.8073957
0,40.7040331,-73.793792
0,40.6785927,-73.8965352
0,40.5755044,-73.9666161
0,40.7524046,-73.9244179
0,40.59075,-74.08837
0,40.6690638,-73.8655633
0,40.6473581,-73.9594342
0,40.6714058,-73.9613194
0,40.5997043,-73.9901512
0,40.6933586,-73.7520628
0,40.6036253,-74.0693024
0,40.75091,-73.779335
0,40.6852789,-73.7723999
0,40.7202811,-73.8654744
0,40.7362483,-73.878667
0,40.7267141,-73.8086983
0,40.757961,-73.7856623
0,40.5838624,-73.9397798
0,40.66045,-73.90159
1,40.759626,-73.9954735
0,40.57937,-73.959755
1,40.7622265,-73.9681866
1,40.7820225,-73.9717231
0,40.7170103,-73.857148
0,40.6711863,-73.9420297
0,40.6867007,-73.9981899
0,40.6739993,-73.9603914
0,40.6837777,-73.7697441
0,40.6651898,-73.8693848
1,40.7778604,-73.9457136
0,40.5800421,-74.11395
0,40.6572088,-73.9002951
1,40.7210624,-73.9981962
0,40.7137109,-73.918986
0,40.6642272,-73.9454636
0,40.6511499,-73.8900044
0,40.6718921,-73.8958679
0,40.6516055,-74.0105088
0,40.6357861,-73.9595241
0,40.6166991,-74.0308435
0,40.6718281,-73.774497
1,40.7611802,-73.9579029
0,40.6840001,-73.9503006
1,40.727154,-74.005554
0,40.7473315,-73.7557993
0,40.7516035,-73.9338317
0,40.6529272,-73.9593299
1,40.8082209,-73.954492
1,40.8404858,-73.9383657
0,40.5615222,-74.1718512
0,40.6597135,-73.7398107
1,40.7547481,-73.9878904
1,40.7415488,-73.9895745
0,40.699673,-73.81038
1,40.7137146,-73.9980197
1,40.7342607,-73.9835497
0,40.7613149,-73.8854691
0,40.6805679,-73.8923283
0,40.6484657,-74.0068217
0,40.7374338,-73.8732991
0,40.7040041,-73.8559207
1,40.7673428,-73.9686716
0,40.6819458,-73.9048767
1,40.7247015,-74.0093189
1,40.7577007,-73.9693944
1,40.8401945,-73.9430642
1,40.7611802,-73.9579029
0,40.6659178,-73.9254639
1,40.7624884,-73.9629739
1,40.7345744,-74.0101574
0,40.6052156,-74.0123706
0,40.7450095,-73.9192764
0,40.6935583,-73.8230267
0,40.7480249,-73.8802047
0,40.6851972,-73.9782759
0,40.6969357,-73.8035726
1,40.707341,-74.0086456
1,40.8229332,-73.938129
0,40.6306327,-74.0092229
0,40.7643491,-73.9234585
1,40.7171751,-74.0128675
1,40.7559096,-73.9944667
0,40.7259197,-73.8953397
0,40.6825704,-73.7658688
1,40.807667,-73.9492799
1,40.7287722,-74.0070897
0,40.6187891,-73.9942547
0,40.7459308,-73.856292
1,40.7225555,-74.0014034
0,40.62418,-73.97048
1,40.8133899,-73.9562587
0,40.6723337,-73.9017541
1,40.7407905,-73.9838116
0,40.5511421,-74.1497194
0,40.6563078,-73.9986701
0,40.762955,-73.86903
0,40.7010868,-73.900417
0,40.6455479,-73.9056565
0,40.7432104,-73.8226098
0,40.6353045,-74.0061683
1,40.7242734,-73.9908182
0,40.7082901,-73.8307641
1,40.7653102,-73.9913324
0,40.6380842,-73.904896
0,40.5928397,-74.1007538
1,40.8258982,-73.9393512
0,40.6080537,-74.1573526
0,40.648744,-74.0208761
0,40.6618805,-73.9455665
1,40.8291633,-73.9372668
0,40.72144,-73.7443246
0,40.766705,-73.89024
0,40.7494124,-73.8842625
1,40.764222,-73.9809793
0,40.7442385,-73.9279746
0,40.7420199,-73.9265516
0,40.7115496,-73.7930077
0,40.7301935,-73.7775757
0,40.7284766,-73.8517295
1,40.7223853,-74.0037664
0,40.7836367,-73.8166595
0,40.5952978,-74.1618991
1,40.7655459,-73.9547017
0,40.7041126,-73.9478547
0,40.7629537,-73.8319573
0,40.6725278,-73.8212584
1,40.8462299,-73.9426109
0,40.6743137,-73.9500807
1,40.7974839,-73.9487856
0,40.7413629,-73.9209552
0,40.6259754,-73.9762346
0,40.6713407,-73.8819394
0,40.6756735,-73.8978448
0,40.7556202,-73.9359501
1,40.7818402,-73.9792844
1,40.7548409,-73.9841185
0,40.729804,-73.7446569
1,40.7133821,-73.9901272
0,40.6799371,-73.7763624
0,40.6996017,-73.8106009
0,40.7073911,-73.9505284
0,40.6836648,-73.8257752
0,40.7091925,-73.9684789
1,40.7622939,-73.9744569
0,40.69409,-73.9342674
0,40.653976,-73.9528277
0,40.6929033,-73.9280445
0,40.6302451,-73.9710164
0,40.6397952,-73.9291071
1,40.7666672,-73.9670654
0,40.6975413,-73.9831188
1,40.7585739,-73.9850489
0,40.6181123,-73.9591062
0,40.752541,-73.8526035
1,40.7247015,-74.0093189
0,40.6136366,-73.9482495
1,40.7460363,-73.9885921
0,40.734376,-73.8950594
0,40.7191356,-73.7339835
0,40.698081,-73.9253522
0,40.7453916,-73.9055801
1,40.8359322,-73.9435124
0,40.7622267,-73.8340672
0,40.6797866,-73.9384349
0,40.6960346,-73.9845292
0,40.6808521,-73.9774553
0,40.6090498,-73.970896
0,40.6875127,-73.9904231
1,40.7496708,-73.9952973
0,40.7503922,-73.9052229
0,40.6996983,-73.8212505
0,40.7433055,-73.9376508
0,40.6997668,-73.7828452
1,40.839178,-73.9411352
0,40.655496,-73.8883178
0,40.6988936,-73.9175218
0,40.6823715,-73.8641015
1,40.7578281,-73.9930696
0,40.6906946,-73.9572731
1,40.8211442,-73.9575218
1,40.7358679,-73.976365
1,40.719058,-74.0124422
1,40.7509033,-73.9981196
1,40.7960734,-73.9434848
0,40.7585505,-73.8296366
1,40.7791238,-73.9849757
0,40.7163639,-73.7438967
1,40.7230221,-73.9988131
0,40.7430459,-73.9177522
1,40.7429104,-73.9928041
0,40.63262,-73.897514
0,40.7155647,-73.7575823
0,40.6986988,-73.9347606
0,40.5292615,-74.1898517
0,40.619132,-73.9901807
0,40.6713386,-73.9447945
0,40.5890646,-74.1386214
0,40.6728276,-73.8384174
0,40.7479271,-73.881136
0,40.5987306,-73.957332
1,40.74666,-73.990074
0,40.5832701,-73.9600492
0,40.7032933,-73.7960918
0,40.7039056,-73.797749
0,40.6626683,-73.8397144
0,40.6795925,-73.934873
0,40.5772134,-73.9632782
0,40.7636973,-73.8191005
0,40.7841057,-73.8485362
1,40.761391,-74.0017363
0,40.694116,-73.7921314
0,40.6473581,-73.9594342
0,40.5652377,-74.181395
0,40.701403,-73.9185718
0,40.6976722,-73.9667425
0,40.6184997,-74.0395757
0,40.6806649,-73.9026216
0,40.6587973,-73.9997765
0,40.7535447,-73.8338037
1,40.7653103,-73.9638424
1,40.738552,-73.9996824
0,40.5181283,-74.234494
1,40.8032165,-73.9525305
1,40.7199725,-73.9928968
0,40.7108194,-73.7317803
0,40.5286483,-74.2168254
0,40.6830488,-73.8502837
1,40.7635447,-73.9851922
1,40.7190253,-73.9897692
0,40.6057986,-73.9577236
0,40.7041249,-73.9099161
0,40.6002534,-73.820476
0,40.6804855,-73.7746985
0,40.696197,-73.9887629
1,40.8156907,-73.9582947
0,40.6371034,-74.1500816
1,40.832686,-73.9396774
1,40.8163191,-73.9578319
0,40.7055035,-73.7888498
1,40.7735301,-73.9853308
0,40.5634707,-74.1810123
1,40.7546776,-73.9758061
0,40.7489156,-73.9373965
0,40.5895638,-73.9595125
0,40.6373563,-74.0312674
0,40.701798,-73.940546
0,40.6406001,-74.0822836
0,40.7167266,-73.9589122
0,40.6179263,-73.931731
1,40.7643229,-73.977196
0,40.6581196,-73.9339965
1,40.7642781,-73.9730158
1,40.7195932,-73.9867496
0,40.5529777,-74.1717897
0,40.6837777,-73.7697441
1,40.7591654,-73.976743
0,40.6227987,-74.0283499
0,40.6931713,-73.7568704
0,40.6627814,-73.8808552
0,40.7646778,-73.8889217
0,40.7605668,-73.9154926
0,40.7537872,-73.9320212
1,40.8442462,-73.9337142
1,40.7679158,-73.9661514
0,40.5746284,-74.1175585
0,40.6844368,-73.9777245
1,40.7376736,-74.0017682
0,40.7029291,-73.7492501
0,40.68544,-73.97228
0,40.5856291,-73.8240436
1,40.7162809,-74.0045344
1,40.7393414,-73.9843243
0,40.7497328,-73.9360965
0,40.6891332,-73.9513172
0,40.6046097,-73.9982534
0,40.7027943,-73.8321306
0,40.6902385,-73.9943603
0,40.7611686,-73.8293663
0,40.690908,-73.9554123
1,40.7584292,-73.9926328
0,40.7114553,-73.9198581
1,40.7672346,-73.9645308
1,40.802928,-73.9675748
0,40.7524224,-73.9463262
0,40.597551,-74.1113224
0,40.7519871,-73.7878868
1,40.7115348,-74.0104641
0,40.6431849,-73.9497292
1,40.777874,-73.9517434
0,40.7619707,-73.9253817
0,40.6677148,-73.7779138
0,40.7105825,-73.7835531
0,40.7371403,-73.8146945
1,40.8041909,-73.9527249
1,40.7782253,-73.9586287
1,40.741023,-73.978615
0,40.707223,-73.9431958
1,40.7571804,-73.9739824
0,40.7365558,-73.7119312
1,40.7788619,-73.9581662
0,40.6789786,-73.9849983
0,40.6998558,-73.8406239
1,40.8467257,-73.9356202
0,40.7647919,-73.7223105
0,40.6776512,-73.9497681
0,40.7149962,-73.9285112
0,40.6344828,-73.9188516
0,40.7118601,-73.7355383
1,40.7094319,-74.0149545
0,40.6675702,-73.9777158
1,40.7636663,-73.956082
0,40.5610915,-74.1698275
0,40.7523974,-73.8562528
1,40.71042,-74.0146445
0,40.6963988,-73.9141134
0,40.5865724,-74.0920496
0,40.7001078,-73.9538193
0,40.6972045,-73.8133341
1,40.725432,-73.996771
0,40.6734216,-73.9501643
1,40.7317065,-74.0009562
1,40.7176586,-73.9922224
0,40.6798249,-73.99514
0,40.7445614,-73.9307531
1,40.7634306,-73.9652115
0,40.5806177,-74.1525287
0,40.7809535,-73.8190753
0,40.6825066,-73.9437433
0,40.7055374,-73.7791259
0,40.7214535,-73.8439779
1,40.8069164,-73.9355612
1,40.7631147,-73.9996498
0,40.6772559,-73.9060154
1,40.7612344,-73.9638843
0,40.6142652,-73.9718806
0,40.6109558,-74.1034068
0,40.6958458,-73.9087985
0,40.7260613,-73.9398064
1,40.777544,-73.957008
0,40.776002,-73.8244504
1,40.7615508,-73.9665842
0,40.6931332,-73.9698315
1,40.735214,-73.9917152
0,40.6894687,-73.9691048
1,40.751453,-73.9781533
0,40.7296081,-73.824883
0,40.6520399,-73.8879488
0,40.7629537,-73.8319573
0,40.6997001,-73.9442445
1,40.7153558,-73.9934023
1,40.7703138,-73.9914004
0,40.7037717,-73.9311561
0,40.6797033,-73.9616787
0,40.6936716,-73.8594158
1,40.7921286,-73.971773
0,40.7123712,-73.892028
1,40.8505108,-73.931044
0,40.6330461,-73.9252844
0,40.7172094,-73.9347028
0,40.5962966,-73.9794247
0,40.6978286,-73.8356412
0,40.6656299,-73.7392073
1,40.8075466,-73.9568044
0,40.6160581,-74.0257501
0,40.705426,-73.7825671
1,40.7642812,-73.9985813
0,40.7493905,-73.8842589
0,40.6529272,-73.9593299
0,40.6586744,-73.9001884
1,40.7105771,-74.0084657
0,40.5773093,-74.1011192
0,40.7476924,-73.8937969
1,40.8050639,-73.9411654
0,40.70188,-73.80553
0,40.5721317,-74.1080873
1,40.7150813,-73.9924897
1,40.73817,-73.97761
0,40.6805257,-73.7632909
0,40.635938,-73.9875841
0,40.6505183,-73.9235855
0,40.7485506,-73.895813
1,40.7827364,-73.9553364
1,40.7621266,-73.9973865
0,40.6682722,-73.9026252
0,40.6245143,-73.9883031
1,40.7459518,-73.9980079
0,40.6095362,-73.7537175
1,40.7570213,-74.004927
0,40.640239,-73.9194608
1,40.8027515,-73.933575
1,40.7692957,-73.9949385
0,40.7659767,-73.9155182
0,40.6844797,-73.7314716
0,40.695242,-73.9199425
0,40.6674319,-73.7667546
0,40.7048474,-73.8011112
0,40.699716,-73.7986849
0,40.5209185,-74.2351117
0,40.7211432,-73.8076428
1,40.7601164,-73.9848356
0,40.6508071,-73.9495721
0,40.5984187,-73.9601805
0,40.5901389,-74.1648282
0,40.7304548,-73.805166
0,40.6388444,-74.0846992
0,40.7415226,-73.8299977
0,40.5944884,-74.0987363
0,40.6555166,-73.9278542
1,40.7452931,-73.9984879
0,40.5876354,-74.0911185
0,40.6230538,-74.1132634
0,40.624527,-74.08359
1,40.8416802,-73.9393332
0,40.6966665,-73.9282316
0,40.710541,-73.8376548
0,40.7231851,-73.9005788
0,40.7787145,-73.8248874
0,40.6692837,-73.7802084
1,40.8530633,-73.9309944
0,40.5949781,-73.9959671
0,40.7146219,-73.9011579
0,40.7017656,-73.8079259
0,40.5961924,-73.9803574
0,40.601582,-73.9932011
0,40.5800806,-73.9598027
1,40.7668758,-73.979076
0,40.7349979,-73.9099104
0,40.7743563,-73.9081891
0,40.7499732,-73.8054013
0,40.6864528,-73.7611749
1,40.7521198,-73.9776766
0,40.6224004,-73.9366363
1,40.8133899,-73.9562587
0,40.7125364,-73.9423508
0,40.6046944,-74.1154434
0,40.6503499,-73.9263246
0,40.6217937,-73.9700187
1,40.794651,-73.9717827
0,40.677483,-73.93033
1,40.7413566,-73.989127
1,40.7624884,-73.9629739
0,40.6772496,-73.9275386
0,40.6977262,-73.7640917
0,40.6233236,-73.9971218
0,40.636007,-73.9125085
1,40.7678891,-73.9815125
0,40.732009,-73.957943
1,40.7641704,-73.9847336
0,40.7605122,-73.8291334
0,40.615781,-73.9999424
0,40.7007672,-73.9909333
1,40.717469,-74.0106923
1,40.7145124,-73.9847053
1,40.7261676,-73.998362
0,40.642384,-73.9253821
0,40.6099861,-73.9623778
1,40.8435504,-73.9361256
0,40.5645369,-74.1316997
1,40.8511845,-73.9286613
0,40.6376149,-73.9858363
0,40.683506,-73.97594
1,40.7497247,-73.9836217
1,40.7717807,-73.9791936
0,40.6423261,-74.023955
1,40.7566543,-73.9785667
1,40.7799246,-73.9806751
0,40.7047879,-73.9618698
0,40.6582963,-73.9310841
0,40.7151436,-73.7493556
0,40.6219935,-73.94597
0,40.6891376,-73.9907077
0,40.7209579,-73.8469661
1,40.7985932,-73.9335177
0,40.6793338,-73.9753215
1,40.7460781,-73.9749359
1,40.8112661,-73.9578098
1,40.7978156,-73.9713371
1,40.7535158,-73.9887858
0,40.5892593,-73.9818824
0,40.5816331,-73.8412877
1,40.7509908,-73.9906233
1,40.8483929,-73.9376716
0,40.579601,-73.954439
1,40.7373607,-73.996839
1,40.7193963,-74.0018831
0,40.617813,-74.00644
0,40.5802225,-73.9575238
1,40.7589494,-73.9684806
0,40.5857583,-73.9744596
0,40.694578,-73.9561419
0,40.7379231,-73.7055743
1,40.750766,-73.9744433
0,40.745235,-73.76346
0,40.6176793,-73.9364498
0,40.6791098,-73.8806133
0,40.7914097,-73.8272231
0,40.6454454,-74.0169076
0,40.6014311,-74.0051388
0,40.7496779,-73.8267358
0,40.6291662,-73.947326
0,40.6832699,-73.9501533
1,40.810367,-73.9537428
1,40.7794977,-73.9555841
0,40.6451334,-73.9023131
1,40.7879013,-73.9536717
0,40.7018317,-73.9193214
0,40.7435066,-73.8515516
0,40.7586919,-73.9114883
1,40.7838299,-73.9778249
1,40.749824,-73.9722023
0,40.7401605,-73.874362
0,40.6815715,-73.9257853
1,40.7497748,-73.9897717
1,40.764627,-73.9955453
0,40.6427961,-73.9794428
0,40.7236414,-73.8422266
1,40.8025332,-73.9530258
0,40.7080111,-73.9567246
1,40.7546882,-73.9953547
1,40.8200975,-73.9550764
0,40.7048554,-73.7916543
0,40.5853756,-73.8096216
1,40.7922458,-73.9462797
0,40.6047686,-74.007624
0,40.667675,-73.80264
1,40.7572323,-73.9897922
0,40.6783648,-73.7794791
0,40.6870802,-73.913891
0,40.6566425,-74.005262
1,40.7643229,-73.977196
0,40.6961416,-73.9272512
0,40.7450273,-73.9507711
0,40.7589746,-73.9189996
0,40.6885651,-73.9301802
0,40.7102211,-73.9509952
0,40.6471508,-73.9162092
0,40.6583545,-73.9049608
0,40.6848568,-73.9780417
0,40.6105244,-74.0080496
1,40.8039585,-73.9482713
0,40.7605337,-73.8215565
1,40.769483,-73.9578652
0,40.594481,-73.9555847
0,40.7238606,-73.8705505
1,40.7560353,-73.9869481
1,40.7972493,-73.9680399
0,40.7424134,-73.8714203
1,40.8133899,-73.9562587
1,40.8614639,-73.9249989
0,40.6645136,-73.9537863
0,40.7467891,-73.8719207
1,40.8116895,-73.9463579
1,40.7678891,-73.9815125
0,40.6991661,-73.914914
0,40.7526325,-73.7851164
0,40.6306819,-74.0109702
1,40.7509908,-73.9906233
0,40.6448524,-73.9111168
0,40.7721127,-73.9301251
0,40.7535006,-73.9452823
0,40.6087258,-74.0883777
0,40.5875929,-73.810969
0,40.5766507,-73.9631885
0,40.7301935,-73.7775757
0,40.6084351,-74.1554375
0,40.5837275,-73.8937121
0,40.7435478,-73.8879861
1,40.7916628,-73.9646839
1,40.815845,-73.95287
1,40.7711045,-73.9638248
0,40.7091246,-73.9276374
0,40.6244333,-73.934862
1,40.762859,-73.9894015
1,40.7438808,-73.9815589
1,40.7704767,-73.9663884
0,40.6894282,-73.942223
0,40.7522294,-73.9391006
1,40.8442006,-73.9356515
0,40.7594559,-73.752304
0,40.7334973,-73.8703694
1,40.7768767,-73.9493719
0,40.5953425,-73.9875052
0,40.7343762,-73.8734167
1,40.7655301,-73.9976715
0,40.6024665,-73.9663685
0,40.7118424,-73.9055879
0,40.640239,-73.9194608
0,40.7862848,-73.8363365
1,40.7142086,-73.9948417
1,40.7476292,-73.9767362
0,40.6685698,-73.9182622
0,40.7535598,-73.7065772
0,40.701862,-73.94383
1,40.8175484,-73.9569352
0,40.6783944,-74.0116811
0,40.6433621,-73.9468572
1,40.7770022,-73.9616299
1,40.8421538,-73.9422783
0,40.6438359,-73.9392284
1,40.7143621,-74.0083868
0,40.7051807,-73.9428513
0,40.6625071,-73.9608668
0,40.6573398,-73.9565592
0,40.576883,-73.952875
0,40.693341,-73.9668817
1,40.7767295,-73.9792787
0,40.6840525,-73.9774579
0,40.7259197,-73.8953397
0,40.7266237,-73.9064473
0,40.6808069,-73.7638884
1,40.7200764,-73.9883549
0,40.7589385,-73.888823
1,40.735214,-73.9917152
0,40.759785,-73.8292363
1,40.8088424,-73.9658127
0,40.6869302,-73.9848306
0,40.6781502,-73.8310822
0,40.7539413,-73.8689075
1,40.7863684,-73.9759751
0,40.661997,-73.9195931
0,40.7159724,-73.762274
0,40.7429437,-73.9168429
0,40.7242651,-73.9376542
1,40.7216223,-74.0022079
1,40.7540925,-73.9920774
1,40.8179243,-73.9497309
0,40.7473426,-73.8867166
0,40.6605095,-73.9628143
0,40.6709328,-73.8246585
0,40.6381529,-74.013962
0,40.6385428,-74.1073373
0,40.5911593,-73.971289
0,40.7550695,-73.8900133
0,40.7677542,-73.8319235
0,40.752541,-73.8526035
0,40.7092637,-73.8283594
1,40.75578,-74.00199
0,40.6192487,-73.9220724
0,40.69575,-73.8993106
0,40.6538104,-73.8967827
0,40.766359,-73.8875543
0,40.6094096,-73.9622557
1,40.7552921,-73.9949215
0,40.6691002,-73.9366568
1,40.771024,-73.9536474
0,40.595257,-74.062836
0,40.6854992,-73.9177006
1,40.7593012,-73.9845615
0,40.7070278,-73.9235892
0,40.7633458,-73.8773073
1,40.7242734,-73.9908182
1,40.7678891,-73.9815125
1,40.7478946,-73.9891656
1,40.8264277,-73.9504508
0,40.6402038,-74.0082406
0,40.7684013,-73.7375377
0,40.7143249,-73.8074208
0,40.6549544,-74.007017
0,40.6411692,-74.1135031
0,40.6288462,-73.9985445
1,40.7460346,-73.9767909
0,40.7432679,-73.8746593
0,40.7347373,-73.8722578
0,40.6996609,-73.8987962
0,40.603118,-73.9605486
1,40.749824,-73.9722023
0,40.7301696,-73.8624165
0,40.758092,-73.7958049
0,40.7651984,-73.874618
0,40.5803795,-73.9676001
0,40.6643565,-73.7345263
0,40.6663969,-73.7385662
0,40.6923814,-73.7624302
0,40.6678712,-73.8792168
1,40.7058694,-74.0132549
0,40.7425234,-73.949232
1,40.846153,-73.9323244
0,40.6869975,-73.9765482
0,40.781409,-73.7781665
1,40.7992856,-73.9453602
0,40.7146318,-73.7513307
0,40.7272232,-73.7468027
0,40.6373915,-73.9103665
0,40.7366431,-73.8658311
0,40.6360077,-73.7402634
0,40.5535191,-74.1921805
0,40.7559699,-73.9126108
0,40.6364547,-74.000526
0,40.6950223,-73.9888461
0,40.7338001,-73.8148012
0,40.6529272,-73.9593299
0,40.6754368,-73.9779583
0,40.7133332,-73.9130382
0,40.7462216,-73.8775373
0,40.6200389,-73.9786033
0,40.7652244,-73.9316919
0,40.6257308,-73.9563925
0,40.6375782,-73.9259207
0,40.6814097,-73.9141759
0,40.7469428,-73.8904995
1,40.7547072,-73.9916334
0,40.6226198,-74.0885438
0,40.5993815,-73.9514043
1,40.7565681,-73.990276
0,40.7037516,-73.7991488
0,40.6692499,-73.9394287
0,40.7427676,-73.9330105
